Plant#,Plant_ID,Site,Elevation,Anthers,Style,Sex,Certainty,Notes,Image_File,Flower#
,Mn,PH5,11526,,,,,,,
,Mn,PH5,11526,,,,,,,
,Ph,PH5,11526,,,,,,,
,Mn,PH5,11526,,,F,,,,
,Sn,PH5,11526,,,,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,F,,,,
,Sn,PH5,11526,,,F,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,F,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,F,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,,,,,
,Sn,PH5,11526,,,,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,,,,,
,Sn,PH5,11526,,,,,,,
,Sn,PH5,11526,,,,,,,
,Sn,PH5,11526,,,,,,,
,Sn,PH5,11526,,,,,,,
,Sn,PH5,11526,,,,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,F,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,F,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,H,,,,
,Sn,PH5,11526,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,, ,
